host	host_disease	isolation_source	Manual_identified_host	Manual_source_category	Manual_source	Manual_sample
		clover sprouts	Environment-associated	Food	Sprouts	Sprouts
		food- mung bean-outbreak	Environment-associated	Food	Sprouts	Sprouts
		fresh alfalfa sprout	Environment-associated	Food	Sprouts	Sprouts
		fresh bean sprouts	Environment-associated	Food	Sprouts	Sprouts
		fresh sprout	Environment-associated	Food	Sprouts	Sprouts
		imported food: soy sprout	Environment-associated	Food	Sprouts	Sprouts
		japanese kaiwere shoots	Environment-associated	Food	Sprouts	Sprouts
		micro arugula	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		microgreen	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		moong bean sprouts	Environment-associated	Food	Sprouts	Sprouts
		mung bean sprout	Environment-associated	Food	Sprouts	Sprouts
		mung bean sprouts	Environment-associated	Food	Sprouts	Sprouts
		mung beansprouts	Environment-associated	Food	Sprouts	Sprouts
		organic bean sprout	Environment-associated	Food	Sprouts	Sprouts
		radish shoots	Environment-associated	Food	Sprouts	Sprouts
		radish sprouts	Environment-associated	Food	Sprouts	Sprouts
		raw alfalfa seeds	Environment-associated	Food	Sprouts	Sprouts
		raw arugula seed	Environment-associated	Food	Sprouts	Sprouts
		red clover sprout	Environment-associated	Food	Sprouts	Sprouts
		soy bean sprout	Environment-associated	Food	Sprouts	Sprouts
		soy bean sprouts	Environment-associated	Food	Sprouts	Sprouts
		soybean sprout	Environment-associated	Food	Sprouts	Sprouts
		soybean sprouts	Environment-associated	Food	Sprouts	Sprouts
		spicy sprout	Environment-associated	Food	Sprouts	Sprouts
		sprout	Environment-associated	Food	Sprouts	Sprouts
		sprout bean	Environment-associated	Food	Sprouts	Sprouts
		sprouts	Environment-associated	Food	Sprouts	Sprouts
		sprouts, bean	Environment-associated	Food	Sprouts	Sprouts
		sprouts-bean sprouts	Environment-associated	Food	Sprouts	Sprouts
		sprouts-clover, radish and garlic sprouts	Environment-associated	Food	Sprouts	Sprouts
food	not applicable	sponge	Environment-associated	Food	Unknown	Unknown
		whole grain oatmeal cereal	Environment-associated	Food	Grains & Flours	Grains & Flours
homo sapiens	missing	diarrhea patients have edamame and pickled vegetables at home	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
homo sapiens		vegetable	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing	missing	celery	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing	missing	cole slaw	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing	missing	coleslaw	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing	missing	cut peppers	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing	missing	diced celery	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing	missing	food zucchini and yellow squash mix	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing	missing	individually quick frozen green bean	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing	missing	lettuce-romain	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing	missing	mixed green	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing	missing	produce department threshold at freezer	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing		celery	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing		chopped spinach	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing		corn	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing		cut corn	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing		fresh kale green	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing		frozen crinkle cut potato	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing		frozen french style green bean	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing		frozen sweet cut corn	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing		grated coconut	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing		hash brown	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
missing		yellow potato papa criolla	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
na		supermarket/coleslaw	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
na		supermarket/wild rocket	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
not applicable	missing	carrot sprouts (burst)	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
not applicable	missing	food poisoning (long cowpea)	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
not applicable	missing	shredded potatoes (burst)	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
not provided	not provided	frozen carrots and peas mix	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
not provided	not provided	lettuce-romain	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
vegetables/fruits		vegetables/fruits	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
	missing	corn	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		baby spinach, import product	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		boiled potato	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		bok choy sum	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		cheese green plantain	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		chopped broccoli florets	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		citrus fruit	Environment-associated	Food	Contaminated Fruits	Contaminated Fruits
		cole slaw	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		corn cup	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		crunchy sprout blend	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		cut squash and zucchini mixture	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		fajita vegetable mix	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		food-coleslaw	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		food-cucumber	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		fresh carrot	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		fresh produce; cucumber	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		fresh produce; leeks	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		fresh produce; vegetables (pre-wash)	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		frozen broccoli	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		frozen crinkle cut carrot	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		garlic chives	Environment-associated	Food	Contaminated Herbs/Spices	Contaminated Herbs/Spices
		green oinion	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		grilled red peppers	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		hotbed chives	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 10	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 11	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 12	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 13	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 14	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 15	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 16	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 17	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 18	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 19	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 20	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 22	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 4	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 5	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 6	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 7	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 8	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		imported fresh produce 9	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		julienned bell pepper	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		kalimeris	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		lamb's-lettuce	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		leek	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		leeks	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		lettuce (point of sale)	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		lettuce leaves	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		lightly salted edamame	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		lima beans	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		mexican corn	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		mixed salads	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		organic broccoli slaw	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		organic tahini	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		potato interior	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		pre-packaged bag of broccoli florets	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		produce: enoki mushroom	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		raw cut celery	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		raw refrigerated nonflex plastic squash	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		romaine hearts	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		root of green onion	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		rotten onion	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		rte salad mixes	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		sliced mango	Environment-associated	Food	Contaminated Fruits	Contaminated Fruits
		spicy sprout blend	Environment-associated	Food	Sprouts	Sprouts
		spinach (point of harvest)	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		spinach (point of sale)	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		spinach from spinach fields	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		spinach pellets	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		spinach spring mixture	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		squash, green and yellow	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		standing corn stalks and leaves	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		string beans	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		swab drain-produce area	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		tarragon	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		tomatoe fruit	Environment-associated	Food	Contaminated Fruits	Contaminated Fruits
		turnip green	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
		vegetables-potato	Environment-associated	Food	Contaminated Vegetables	Contaminated Vegetables
not applicable		caciotta cheese	Environment-associated	Food	Dairy	Dairy
missing		bhel spicy snack mixture	Environment-associated	Food	Snacks	Snacks
		tattoo ink	Environment-associated	Unknown	Unknown	Unknown
		paper-mill slime	Environment-associated	Industrial	Equipments	Equipments
		soap-making tank of a household product	Environment-associated	Industrial	Equipments	Equipments
		soil, lavsan (polyether fibre) production	Environment-associated	Soil	Contaminated Soil	Contaminated Soil
		soil, sucrose refining factory	Environment-associated	Soil	Contaminated Soil	Contaminated Soil
		plastic surface in contract manufacturing organization	Environment-associated	Industrial	Unknown	Unknown
bacteria		cassava processing factory	Environment-associated	Industrial	Industrial Products	Industrial Products
environment	not applicable	cured hides	Environment-associated	Industrial	Tanneries	Tanneries
environmental		swab/ cement floor	Environment-associated	Unknown	Unknown	Unknown
environmental		swab/ plastic cooler cover	Environment-associated	Unknown	Unknown	Unknown
environmental		swab/ plastic sack	Environment-associated	Unknown	Unknown	Unknown
environmental		swab/bamboo basket	Environment-associated	Unknown	Unknown	Unknown
environmental		swab/floor	Environment-associated	Unknown	Unknown	Unknown
environmental		swab/mat	Environment-associated	Unknown	Unknown	Unknown
environmental		swab/plastic cooler	Environment-associated	Unknown	Unknown	Unknown
missing	unknown	grinding machine coolant fluid	Environment-associated	Industrial	Unknown	Unknown
missing		fouling tire water on a farmers's field	Environment-associated	Water	Contaminated Water	Contaminated Water
missing		sponge for equipment cleaning at a household product plant	Environment-associated	Industrial	Equipments	Equipments
not applicable		evaporator (last effect) - liquid (wip)	Environment-associated	Industrial	Equipments	Equipments
not applicable		industry	Environment-associated	Industrial	Unknown	Unknown
not applicable		powder plant	Environment-associated	Industrial	Unknown	Unknown
not applicable		swab/plastic basket	Environment-associated	Unknown	Unknown	Unknown
